type,run,fitness,suffix
ga,13,0.8089635372161865,[79239| 17768| 49623| 80471| 1210| 95417| 72378| 30069| 33375| 121596| 2283| 25863| 21500| 67727| 39236| 124074| 88147| 24199| 58048| 90081| 17679| 51276| 21502| 72735| 57905]
ga,14,0.5880930423736572,[76779| 12275| 26680| 47364| 120637| 48487| 45685| 39187| 125101| 68910| 112620| 112075| 2801| 6809| 104456| 65208| 7103| 79008| 124192| 45146| 56725| 15043| 2595| 4352| 29459]
ga,15,0.4587478935718536,[68393| 2616| 78080| 5354| 99647| 21266| 15219| 36907| 126860| 87414| 57216| 71117| 111096| 118914| 1961| 25495| 23060| 90571| 94344| 121301| 16572| 79456| 63005| 99420| 90688]
ga,16,0.5069264769554138,[98646| 54404| 96277| 52878| 53976| 12094| 26171| 37075| 14665| 64645| 38151| 73573| 917| 58639| 44160| 26349| 85713| 126075| 92573| 91753| 52594| 58562| 51561| 47226| 62484]
ga,17,0.6453642249107361,[22240| 70832| 37547| 47107| 59997| 81819| 41459| 115702| 109359| 99349| 117430| 124585| 77962| 82609| 107612| 99202| 68856| 26837| 24704| 121235| 78086| 24688| 67626| 38859| 93809]
ga,18,0.7949792146682739,[2024| 64840| 94963| 85643| 104428| 59740| 110452| 91081| 47693| 35700| 125447| 111911| 124585| 88606| 66197| 29674| 62087| 73308| 107216| 75668| 18700| 92250| 11495| 83467| 23861]
ga,19,0.6051164269447327,[108613| 47936| 125307| 20488| 47744| 23151| 93905| 57619| 51316| 61865| 90501| 104551| 20338| 59530| 32665| 26610| 21135| 103351| 43040| 8851| 5516| 114709| 70557| 20756| 34684]
ga,20,0.5063244104385376,[6902| 36052| 3475| 42962| 13122| 11850| 42629| 12067| 48797| 61138| 83564| 92386| 29175| 17238| 10306| 59426| 8980| 65208| 37412| 121108| 86885| 117574| 119776| 32467| 95606]
ga,21,0.628655731678009,[54349| 46844| 72462| 39978| 56679| 112162| 34618| 96644| 7447| 59252| 91226| 68910| 18760| 20776| 51695| 127624| 59066| 85977| 32030| 50689| 26547| 76994| 117673| 58754| 10873]
ga,22,0.1048968359827995,[15787| 10812| 121456| 78958| 42140| 41892| 94748| 73530| 46430| 77879| 87650| 86482| 48783| 63068| 62807| 99167| 103479| 108659| 81093| 23494| 86693| 49324| 28954| 12345| 104701]
ga,23,0.5961907505989075,[31443| 69123| 42791| 26653| 78670| 36021| 53662| 113221| 25337| 29529| 92998| 64820| 84984| 29788| 75299| 50464| 45538| 67220| 124971| 17607| 95584| 117735| 25332| 80139| 3598]
ga,24,0.6528264284133911,[16123| 66173| 64273| 5756| 37463| 31490| 33057| 20490| 27237| 114523| 83088| 88941| 67744| 55980| 121462| 10889| 39135| 52576| 99307| 34737| 82645| 99202| 1809| 5516| 32796]
ga,25,0.7226665019989014,[85600| 61571| 18180| 108737| 86978| 17962| 63094| 2256| 67767| 75679| 81071| 26085| 99072| 3052| 103434| 29138| 5218| 57279| 319| 63629| 96905| 22103| 82785| 80067| 10689]
ga,26,0.4768990874290466,[29487| 47039| 37938| 31234| 4598| 124625| 124512| 65978| 58330| 28072| 32407| 2652| 53022| 44318| 64638| 38335| 83498| 112754| 94074| 95043| 67470| 112034| 27189| 720| 27287]
ga,27,0.5986502170562744,[43639| 68213| 43546| 51315| 78130| 27952| 31766| 120834| 19584| 57779| 23140| 74016| 41675| 39684| 53750| 65494| 51062| 122994| 64447| 94459| 106176| 80038| 13342| 98923| 71781]
ga,28,0.4262919127941131,[58682| 12322| 67606| 41404| 33625| 75038| 24475| 16139| 6169| 40384| 42049| 116882| 121780| 57218| 55722| 98105| 40170| 38315| 57305| 65603| 38363| 101700| 102367| 46088| 124674]
ga,29,0.6297996640205383,[17111| 75100| 99478| 93612| 115542| 120094| 127335| 13276| 49827| 96273| 40969| 76494| 117027| 113146| 88606| 118761| 7377| 18968| 96771| 40441| 77317| 16563| 70593| 14007| 935]
ga,30,0.3854942619800567,[33523| 21985| 45205| 94406| 39600| 9499| 11008| 122643| 89026| 73820| 62961| 80503| 69784| 43976| 22136| 94695| 116491| 99489| 61904| 126476| 115487| 26356| 33849| 71913| 2904]
